licensePlate,model,vehicleRouteType,tripId,lat,lon,shortName,From,To
MOS267,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,,47.507343,19.113127,,,
NAY327,MAN Lions City A21 (ArrivaBus),BUS,,47.457848,19.029015,,,
T9100,4. gen. SOLARIS Trollino 18 trolibusz,TROLLEYBUS,,47.491276,19.116306,,,
MPW613,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C373705,47.428665,19.155415,980,Dél-pesti autóbuszgarázs,"Rákoskeresztúr, városkp."
MOS268,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,BKK_C3476087,47.486115,19.205635,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
T9101,4. gen. SOLARIS Trollino 18 trolibusz,TROLLEYBUS,,47.491806,19.115597,,,
NAY322,MAN Lions City A21 (ArrivaBus),BUS,,47.442463,19.082626,,,
T8108,4. gen. SOLARIS Trollino 12 trolibusz,TROLLEYBUS,,47.491756,19.118093,,,
RVY718,MERCEDES Conecto G 2 csuklós autóbusz,BUS,BKK_C367201264,47.487026,19.067295,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
LOV868,VanHool AG318 csuklós autóbusz,BUS,BKK_C367201252,47.5786,19.113482,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
MHK907,Volvo 7000A típusú csuklós autóbusz,BUS,BKK_MHK907-Jh30a7pxQDa7CiUgppavlA,47.501274,19.23594,,,
NCA525,MERCEDES Conecto csuklós,BUS,BKK_C3560916,47.491943,19.140018,909,"Kispest, Kossuth tér",Deák Ferenc tér M
LOV869,VanHool AG318 csuklós autóbusz,BUS,BKK_C3551327,47.54692,19.042788,923,Békásmegyer H,Dél-pesti autóbuszgarázs
T8107,4. gen. SOLARIS Trollino 12 trolibusz,TROLLEYBUS,,47.491714,19.115955,87,Mechanikai Művek,Kelenföld vasútállomás M
NTM429,Modulo M108d szóló autóbusz (rend.tart.),BUS,,47.47487,19.028505,,,
MPW618,VanHool A330 CNG típusú szóló autóbusz,BUS,,47.427467,19.158415,,,
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_MPW621-RTKkh4bMTJm3FQ1-N3o9sg,47.427593,19.157516,,,
MOS276,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,BKK_C338202,47.392326,19.037395,938,Szigetszentmiklós,"Csepel, Szent Imre tér"
PKN631,MERCEDES Conecto szóló (BKV),BUS,BKK_C347079,47.56118,19.0908,996,Cinkotai autóbuszgarázs,Újpest-központ M
RVY713,MERCEDES Conecto G 2 csuklós autóbusz,BUS,BKK_C3205212,47.464653,19.126192,200E,Cargo City-Liszt F. Airport 2,Kőbánya-Kispest M
PKN605,MERCEDES Conecto szóló (BKV),BUS,BKK_C3485419,47.512924,19.048971,931,"Árpádföld, Dezsőfia utca",Nyugati pályaudvar M
PDN629,MAN Lions City A21 (ArrivaBus),BUS,,47.458584,19.029213,,,
NCV285,Karsan ATAK típusú midi autóbusz,BUS,,47.473557,19.028572,,,
RVY711,MERCEDES Conecto G 2 csuklós autóbusz,BUS,,47.427944,19.158646,,,
MHU747,MB Citaro C2-S1-G csuklós autóbusz,BUS,BKK_C3306020,47.541233,19.151426,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
T8103,4. gen. SOLARIS Trollino 12 trolibusz,TROLLEYBUS,,47.492046,19.117325,80,Keleti pályaudvar M,Örs vezér tere M H
NTM422,Modulo M108d szóló autóbusz (rend.tart.),BUS,BKK_C34497285,47.532894,19.065834,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
LOV881,VanHool AG318 csuklós autóbusz,BUS,BKK_C36721137,47.561073,19.08027,950A,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
NBW003,MERCEDES Conecto szóló (BKV),BUS,BKK_C3710643,47.498043,18.986408,990,Rákoskert,Normafa
V1450,Ganz csuklós,TRAM,,47.46981,19.025368,,,
NCA404,MERCEDES Conecto csuklós,BUS,,47.443268,19.081863,,,
NCA506,MERCEDES Conecto csuklós,BUS,BKK_C330604,47.492977,19.055302,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
T9008,SKODA-SOLARIS Trollino 18 csuklós tr.,TROLLEYBUS,,47.491886,19.11872,87,Mechanikai Művek,Kelenföld vasútállomás M
MHK915,Volvo 7000A típusú csuklós autóbusz,BUS,,47.50031,19.236486,,,
MHU763,MB Citaro C2-S1-G csuklós autóbusz,BUS,BKK_C36721177,47.404476,19.185791,950,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
NCA503,MERCEDES Conecto csuklós,BUS,BKK_C3306019,47.494663,19.060768,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
PMP915,Modulo M168d csuklós autóbusz,BUS,,47.473957,19.028303,,,
NCV300,Karsan ATAK típusú midi autóbusz,BUS,,47.473976,19.02818,,,
NCA504,MERCEDES Conecto csuklós,BUS,BKK_C330603,47.546585,19.136,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
BPO234,Ikarus 412-es típusú autóbusz,BUS,,47.42701,19.158875,,,
MPW626,VanHool A330 CNG típusú szóló autóbusz,BUS,,47.428047,19.158552,,,
MPW625,VanHool A330 CNG típusú szóló autóbusz,BUS,,47.426308,19.158081,,,
NBW009,MERCEDES Conecto szóló (BKV),BUS,BKK_C3438245,47.49955,19.096584,908,Cinkotai autóbuszgarázs,Móricz Zs. körtér M
T9003,SKODA-SOLARIS Trollino 18 csuklós tr.,TROLLEYBUS,BKK_T9003-E7VDnxoxS8Ofllb1Qjy-nw,47.491325,19.116362,,,
MFW521,Volvo szóló autóbusz,BUS,,47.499752,19.237604,,,
T9104,4. gen. SOLARIS Trollino 18 trolibusz,TROLLEYBUS,,47.491848,19.119352,80,Keleti pályaudvar M,Örs vezér tere M H
MUT887,VanHool  NewAG300 csuklós autóbusz,BUS,,47.42781,19.158525,,,
MHU732,MB Citaro C2-S1-G csuklós autóbusz,BUS,BKK_C345555,47.51184,19.099506,907,Örs vezér tere M H,Kelenföld vasútállomás M
PKN617,MERCEDES Conecto szóló (BKV),BUS,BKK_C3489711,47.492336,19.280752,998,"Rákoskeresztúr, városközp.","Rákoskeresztúr, városközp."
NAY369,MAN Lions City A21 (ArrivaBus),BUS,,47.442432,19.082752,,,
RVY617,MERCEDES Conecto 2 szóló autóbusz,BUS,,47.426727,19.158138,,,
PKN615,MERCEDES Conecto szóló (BKV),BUS,,47.500446,19.236462,,,
RCT312,VanHool  NewAG300 csuklós autóbusz,BUS,BKK_C3551351,47.47376,19.071306,923,Békásmegyer H,Dél-pesti autóbuszgarázs
FKU931,Volvo 7700A típusú csuklós autóbusz,BUS,BKK_C367201230,47.560394,19.090784,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
MHU730,MB Citaro C2-S1-G csuklós autóbusz,BUS,BKK_C330605,47.41008,19.020647,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
NCA452,MERCEDES Conecto csuklós,BUS,BKK_NCA452-OEn235unS6im7TEhEL3KJw,47.49852,19.054556,,,
RVY613,MERCEDES Conecto 2 szóló autóbusz,BUS,BKK_C373865,47.437954,19.101528,966,Millenniumtelep H,Határ út M
FKU933,Volvo 7700A típusú csuklós autóbusz,BUS,,47.50055,19.236406,,,
MUT894,VanHool  NewAG300 csuklós autóbusz,BUS,BKK_C3551356,47.425114,19.1293,923,Békásmegyer H,Dél-pesti autóbuszgarázs
LOV852,VanHool AG318 csuklós autóbusz,BUS,,47.42858,19.156027,,,
MUT893,VanHool  NewAG300 csuklós autóbusz,BUS,BKK_C3551317,47.44012,19.12598,923,Békásmegyer H,Dél-pesti autóbuszgarázs
BPO552,Ikarus 435-ös típusú autóbusz,BUS,,47.5014,19.23626,,,
LOV855,VanHool AG318 csuklós autóbusz,BUS,BKK_C3551332,47.597893,19.054033,923,Békásmegyer H,Dél-pesti autóbuszgarázs
PKN620,MERCEDES Conecto szóló (BKV),BUS,BKK_C348544,47.511257,19.057047,931,"Árpádföld, Dezsőfia utca",Nyugati pályaudvar M
BPO551,Ikarus 435-ös típusú autóbusz,BUS,,47.5005,19.235842,,,
T0608,GANZ-SOLARIS Trollino 12 trolibusz,TROLLEYBUS,,47.49204,19.116915,,,
RVY612,MERCEDES Conecto 2 szóló autóbusz,BUS,BKK_C314789,47.43077,19.071152,948,"Csepel, Hollandi út",Dél-pesti autóbuszgarázs
T0610,GANZ-SOLARIS Trollino 12 trolibusz,TROLLEYBUS,,47.491238,19.117369,,,
FKU925,Volvo 7700A típusú csuklós autóbusz,BUS,BKK_FKU925-c6du-2c1TxaZcAuOh6Zgug,47.49998,19.237015,,,
T0361,MAN NGE152 típusú csuklós trolibusz,TROLLEYBUS,,47.491745,19.118372,87,Mechanikai Művek,Kelenföld vasútállomás M
NAY315,MAN Lions City A21 (ArrivaBus),BUS,BKK_C3771558,47.40882,19.0783,979,"Csepel, Csillagtelep","Újpalota, Nyírpalota út"
T8008,SKODA-SOLARIS Trollino 12 szóló tr.,TROLLEYBUS,,47.491135,19.115055,,,
MUT897,VanHool  NewAG300 csuklós autóbusz,BUS,,47.426563,19.157866,,,
PKN629,MERCEDES Conecto szóló (BKV),BUS,,47.499046,19.235939,,,
MUT900,VanHool  NewAG300 csuklós autóbusz,BUS,,47.427727,19.156235,,,
RVY708,MERCEDES Conecto G 2 csuklós autóbusz,BUS,BKK_C3205213,47.456024,19.18352,200E,Cargo City-Liszt F. Airport 2,Kőbánya-Kispest M
SKR813,MERCEDES Conecto 2 szóló autóbusz,BUS,BKK_C3438622,47.464996,19.022959,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
T8006,SKODA-SOLARIS Trollino 12 szóló tr.,TROLLEYBUS,,47.49124,19.116198,,,
NTM421,Modulo M108d szóló autóbusz (rend.tart.),BUS,,47.474075,19.026768,,,
RVY709,MERCEDES Conecto G 2 csuklós autóbusz,BUS,BKK_C36721121,47.567406,19.124855,950,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
BPI148,Ikarus 435-ös típusú autóbusz,BUS,,47.50155,19.23658,,,
RCT320,VanHool  NewAG300 csuklós autóbusz,BUS,BKK_C3551341,47.521343,19.038189,923,Békásmegyer H,Dél-pesti autóbuszgarázs
T8004,SKODA-SOLARIS Trollino 12 szóló tr.,TROLLEYBUS,BKK_T8004-GH9E6O4oS-6dGq39yYxkVA,47.49134,19.117619,,,
NAY312,MAN Lions City A21 (ArrivaBus),BUS,BKK_NAY312-QoRd5ykVQbOvFrBqFnM6JQ,47.443073,19.08234,,,
SKR812,MERCEDES Conecto 2 szóló autóbusz,BUS,BKK_C34497327,47.550728,19.042122,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
NKA344,MERCEDES Citaro O 530 (BKV spec.),BUS,,47.603016,19.067043,,,
RVY704,MERCEDES Conecto G 2 csuklós autóbusz,BUS,,47.427128,19.15733,,,
NAY310,MAN Lions City A21 (ArrivaBus),BUS,BKK_C3771557,47.410244,19.0604,979A,"Csepel, Csillagtelep",Deák Ferenc tér M
NAY377,MAN Lions City A21 (ArrivaBus),BUS,BKK_C37021874,47.45883,19.028643,53,Mindszenty J. bíboros tér,Móricz Zs. körtér M
NKA345,MERCEDES Citaro O 530 (BKV spec.),BUS,BKK_C3570751,47.527714,19.03856,960,"B.megyer, Újmegyeri tér",Móricz Zs. körtér M
PKN623,MERCEDES Conecto szóló (BKV),BUS,,47.499794,19.135765,,,
SKR810,MERCEDES Conecto 2 szóló autóbusz,BUS,,47.492226,19.118093,,,
BPO561,Ikarus 435-ös típusú autóbusz,BUS,,47.50025,19.236935,,,
MUU906,VanHool  NewAG300 csuklós autóbusz,BUS,,47.42794,19.158575,,,
MOS263,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,BKK_MOS263-uuUQxSWKSXaOY29I_KioPA,47.5074,19.112976,,,
MUU905,VanHool  NewAG300 csuklós autóbusz,BUS,,47.427162,19.158785,,,
MUU901,VanHool  NewAG300 csuklós autóbusz,BUS,,47.427704,19.158525,,,
PKN630,MERCEDES Conecto szóló (BKV),BUS,BKK_C3485436,47.53253,19.205442,931,"Árpádföld, Dezsőfia utca",Nyugati pályaudvar M
