licensePlate,model,vehicleRouteType,tripId,lat,lon,shortName,From,To
NAY327,MAN Lions City A21 (ArrivaBus),BUS,,47.457855,19.029024,,,
MPW613,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C373705,47.428658,19.155375,980,Dél-pesti autóbuszgarázs,"Rákoskeresztúr, városkp."
MOS268,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,BKK_C3476087,47.49654,19.06808,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
NCV294,Karsan ATAK típusú midi autóbusz,BUS,,47.473824,19.029058,,,
NAY322,MAN Lions City A21 (ArrivaBus),BUS,,47.44244,19.082628,,,
RVY718,MERCEDES Conecto G 2 csuklós autóbusz,BUS,BKK_C367201264,47.561058,19.090164,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
LOV868,VanHool AG318 csuklós autóbusz,BUS,BKK_C367201252,47.59878,19.121466,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
NCA525,MERCEDES Conecto csuklós,BUS,BKK_C3560918,47.47164,19.16334,909,"Kispest, Kossuth tér",Deák Ferenc tér M
LOV869,VanHool AG318 csuklós autóbusz,BUS,BKK_C3551327,47.49226,19.07108,923,Békásmegyer H,Dél-pesti autóbuszgarázs
T8107,4. gen. SOLARIS Trollino 12 trolibusz,TROLLEYBUS,,47.4918,19.116003,87,Mechanikai Művek,Kelenföld vasútállomás M
MPW618,VanHool A330 CNG típusú szóló autóbusz,BUS,,47.427505,19.158361,,,
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_MPW621-RTKkh4bMTJm3FQ1-N3o9sg,47.427586,19.15755,,,
MOS276,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,BKK_C338202,47.431038,19.07093,938,Szigetszentmiklós,"Csepel, Szent Imre tér"
MOS273,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,,47.507633,19.113092,,,
PKN631,MERCEDES Conecto szóló (BKV),BUS,BKK_C347079,47.56118,19.090818,996,Cinkotai autóbuszgarázs,Újpest-központ M
RVY713,MERCEDES Conecto G 2 csuklós autóbusz,BUS,BKK_C3205212,47.46466,19.126186,200E,Cargo City-Liszt F. Airport 2,Kőbánya-Kispest M
NTM426,Modulo M108d szóló autóbusz (rend.tart.),BUS,,47.474754,19.028708,,,
NCV287,Karsan ATAK típusú midi autóbusz,BUS,,47.474136,19.029034,,,
PKN605,MERCEDES Conecto szóló (BKV),BUS,BKK_C3485451,47.511467,19.056992,931,"Árpádföld, Dezsőfia utca",Nyugati pályaudvar M
PDN629,MAN Lions City A21 (ArrivaBus),BUS,,47.458622,19.029297,,,
RVY711,MERCEDES Conecto G 2 csuklós autóbusz,BUS,,47.427944,19.158566,,,
NCV285,Karsan ATAK típusú midi autóbusz,BUS,,47.474434,19.028666,,,
MHU747,MB Citaro C2-S1-G csuklós autóbusz,BUS,BKK_C3306020,47.49464,19.06077,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
T8103,4. gen. SOLARIS Trollino 12 trolibusz,TROLLEYBUS,,47.492092,19.117363,80,Keleti pályaudvar M,Örs vezér tere M H
NCV286,Karsan ATAK típusú midi autóbusz,BUS,,47.47372,19.029005,,,
NTM422,Modulo M108d szóló autóbusz (rend.tart.),BUS,BKK_C34497285,47.475147,19.069992,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
LOV881,VanHool AG318 csuklós autóbusz,BUS,BKK_C36721141,47.567295,19.12464,950,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
NBW003,MERCEDES Conecto szóló (BKV),BUS,BKK_C3710643,47.49208,19.042467,990,Rákoskert,Normafa
NCA405,MERCEDES Conecto csuklós,BUS,,47.443104,19.082726,,,
NCA404,MERCEDES Conecto csuklós,BUS,,47.443237,19.081852,,,
NCA506,MERCEDES Conecto csuklós,BUS,BKK_C330604,47.546772,19.127066,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
MHK915,Volvo 7000A típusú csuklós autóbusz,BUS,,47.500446,19.236393,,,
MHU763,MB Citaro C2-S1-G csuklós autóbusz,BUS,,47.404476,19.185818,950,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
NCA503,MERCEDES Conecto csuklós,BUS,BKK_C3306019,47.42784,19.038567,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
PMP915,Modulo M168d csuklós autóbusz,BUS,,47.474518,19.02707,,,
NCA504,MERCEDES Conecto csuklós,BUS,BKK_C330603,47.541874,19.150991,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
T9006,SKODA-SOLARIS Trollino 18 csuklós tr.,TROLLEYBUS,,47.49167,19.118029,10,Örs vezér tere M+H,Expó tér
BPO422,Ikarus 280-as típusú autóbusz,BUS,,47.42838,19.157005,,,
MPW626,VanHool A330 CNG típusú szóló autóbusz,BUS,,47.427944,19.158417,,,
NBW009,MERCEDES Conecto szóló (BKV),BUS,BKK_C3438245,47.523876,19.228949,908,Cinkotai autóbuszgarázs,Móricz Zs. körtér M
T9003,SKODA-SOLARIS Trollino 18 csuklós tr.,TROLLEYBUS,BKK_T9003-E7VDnxoxS8Ofllb1Qjy-nw,47.491768,19.116756,,,
MFW517,Volvo szóló autóbusz,BUS,,47.50044,19.236446,,,
MHK910,Volvo 7000A típusú csuklós autóbusz,BUS,,47.501183,19.23595,,,
MHK909,Volvo 7000A típusú csuklós autóbusz,BUS,,47.500774,19.236263,,,
MUT887,VanHool  NewAG300 csuklós autóbusz,BUS,,47.42779,19.158424,,,
MHU732,MB Citaro C2-S1-G csuklós autóbusz,BUS,BKK_C345555,47.501797,19.135458,907,Örs vezér tere M H,Kelenföld vasútállomás M
PKN617,MERCEDES Conecto szóló (BKV),BUS,BKK_C3489712,47.49883,19.237635,998,"Rákoskeresztúr, városközp.","Rákoskeresztúr, városközp."
NAY372,MAN Lions City A21 (ArrivaBus),BUS,,47.442493,19.082323,,,
NAY369,MAN Lions City A21 (ArrivaBus),BUS,,47.44246,19.082762,,,
RVY617,MERCEDES Conecto 2 szóló autóbusz,BUS,,47.426712,19.158148,,,
RCT312,VanHool  NewAG300 csuklós autóbusz,BUS,BKK_C3551351,47.526405,19.038229,923,Békásmegyer H,Dél-pesti autóbuszgarázs
NAY370,MAN Lions City A21 (ArrivaBus),BUS,,47.442677,19.082335,,,
FKU931,Volvo 7700A típusú csuklós autóbusz,BUS,BKK_C367201230,47.486835,19.067724,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
MHU730,MB Citaro C2-S1-G csuklós autóbusz,BUS,BKK_C330605,47.493927,19.057611,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
NCA452,MERCEDES Conecto csuklós,BUS,BKK_C3560919,47.492073,19.140661,909,"Kispest, Kossuth tér",Deák Ferenc tér M
RVY613,MERCEDES Conecto 2 szóló autóbusz,BUS,BKK_C373866,47.407646,19.118196,966,Millenniumtelep H,Határ út M
NAY365,MAN Lions City A21 (ArrivaBus),BUS,,47.442783,19.082342,,,
MXJ003,MB515 minibusz,BUS,,47.500137,19.236748,,,
MUT894,VanHool  NewAG300 csuklós autóbusz,BUS,BKK_C3551356,47.47424,19.070099,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MXJ001,MB515 minibusz,BUS,,47.5,19.237062,,,
MUT893,VanHool  NewAG300 csuklós autóbusz,BUS,BKK_C3551317,47.427685,19.159754,923,Békásmegyer H,Dél-pesti autóbuszgarázs
LOV855,VanHool AG318 csuklós autóbusz,BUS,BKK_C3551332,47.556007,19.045427,923,Békásmegyer H,Dél-pesti autóbuszgarázs
PKN620,MERCEDES Conecto szóló (BKV),BUS,BKK_C3485446,47.49957,19.079115,931,"Árpádföld, Dezsőfia utca",Nyugati pályaudvar M
T0608,GANZ-SOLARIS Trollino 12 trolibusz,TROLLEYBUS,,47.491985,19.116932,,,
