licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
BPI156,Ikarus 435-ös típusú autóbusz,BUS,47.50164,19.236183,44,Centenáriumi lakótelep,Örs vezér tere M H
LOV871,VanHool AG318 csuklós autóbusz,BUS,47.426975,19.159378,,,
MOS269,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.450382,19.071629,,,
MPW614,VanHool A330 CNG típusú szóló autóbusz,BUS,47.426773,19.15837,,,
MOS268,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.507442,19.02553,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.488354,19.064734,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
MPW613,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427505,19.157606,,,
BPO221,Ikarus 412-es típusú autóbusz,BUS,47.458298,19.175236,,,
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.58058,19.116425,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
BPO566,Ikarus 435-ös típusú autóbusz,BUS,47.50139,19.236294,,,
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.43392,19.203955,950,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
MOS275,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.507515,19.024414,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
MPW619,VanHool A330 CNG típusú szóló autóbusz,BUS,47.428062,19.157074,,,
V2208,CAF 5 modulos szerelvény,TRAM,47.481117,19.126753,3,Mexikói út M,Gubacsi út / Határ út
MPW618,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42743,19.157705,,,
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427574,19.157578,,,
MPW620,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427654,19.157433,,,
LOV874,VanHool AG318 csuklós autóbusz,BUS,47.595837,19.052511,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MOS273,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.37955,19.00919,,,
MPW617,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427593,19.157503,,,
MPW616,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427376,19.157705,,,
LOV877,VanHool AG318 csuklós autóbusz,BUS,47.427074,19.158972,,,
V2206,CAF 5 modulos szerelvény,TRAM,47.46553,19.123022,3,Mexikói út M,Gubacsi út / Határ út
