licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
LOV871,VanHool AG318 csuklós autóbusz,BUS,47.450497,19.160725,50,Lajosmizsei sorompó,Határ út M
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.428734,19.155914,,,
BPO220,Ikarus 412-es típusú autóbusz,BUS,47.428368,19.156689,,,
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.448357,19.114302,123A,Szentlőrinci úti ltp.,Határ út M
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.479614,19.067118,54,"Péterimajor, Víztorony tér",Boráros tér H
V2209,CAF 5 modulos szerelvény,TRAM,47.47379,19.115686,3,Mexikói út M,Gubacsi út / Határ út
V1448,Ganz csuklós,TRAM,47.47044,19.02522,49,Kelenföld vasútállomás M,Deák Ferenc tér M
MPW619,VanHool A330 CNG típusú szóló autóbusz,BUS,47.448994,19.130814,99,Mátyás király tér,Blaha Lujza tér M
V2208,CAF 5 modulos szerelvény,TRAM,47.499493,19.137497,3,Mexikói út M,Gubacsi út / Határ út
MPW618,VanHool A330 CNG típusú szóló autóbusz,BUS,47.483707,19.126238,95,Felsőcsatári köz,Puskás Ferenc Stadion M
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427906,19.157244,,,
MPW620,VanHool A330 CNG típusú szóló autóbusz,BUS,47.478767,19.113764,99,Mátyás király tér,Blaha Lujza tér M
V2205,CAF 5 modulos szerelvény,TRAM,47.45545,19.114094,3,Mexikói út M,Gubacsi út / Határ út
V4339,Tátra T5C5,TRAM,47.49036,19.089464,,,
V2204,CAF 5 modulos szerelvény,TRAM,47.51183,19.12515,3,Mexikói út M,Gubacsi út / Határ út
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.428043,19.158255,,,
V1445,Ganz csuklós,TRAM,47.483242,19.053173,47,Városház tér,Deák Ferenc tér M
V2206,CAF 5 modulos szerelvény,TRAM,47.519638,19.097372,3,Mexikói út M,Gubacsi út / Határ út
MPW616,VanHool A330 CNG típusú szóló autóbusz,BUS,47.426903,19.160698,,,
