licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
MOS267,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.486027,19.192287,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
LOV871,VanHool AG318 csuklós autóbusz,BUS,47.4282,19.1564,,,
MOS269,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.431007,19.07096,38,Szigetszentmiklós,"Csepel, Szent Imre tér"
LOV872,VanHool AG318 csuklós autóbusz,BUS,47.428135,19.159239,,,
MOS268,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.507458,19.024996,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.434845,19.174616,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
BPO221,Ikarus 412-es típusú autóbusz,BUS,47.42903,19.156963,,,
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.526005,19.078222,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.408546,19.19328,950A,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
MOS275,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.477562,19.343145,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
MPW618,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427498,19.157692,,,
V1583,TW 6000,TRAM,47.4707,19.09152,24,Keleti pályaudvar M,Közvágóhíd H
LOV874,VanHool AG318 csuklós autóbusz,BUS,47.509098,19.05798,923,Békásmegyer H,Dél-pesti autóbuszgarázs
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.42837,19.156181,,,
V1443,Ganz csuklós,TRAM,47.47025,19.02517,49,Kelenföld vasútállomás M,Deák Ferenc tér M
MPW616,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42742,19.157728,,,
947,MXA,SUBURBAN_RAILWAY,47.176025,18.941662,H6,Ráckeve,Közvágóhíd
MPW622,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42689,19.158733,,,
V1589,TW 6000,TRAM,47.470245,19.0923,,,
V1450,Ganz csuklós,TRAM,47.447582,19.037592,47,Városház tér,Deák Ferenc tér M
V2214,CAF 5 modulos szerelvény,TRAM,47.502228,19.136856,3,Mexikói út M,Gubacsi út / Határ út
V2213,CAF 5 modulos szerelvény,TRAM,47.465813,19.122335,3,Mexikói út M,Gubacsi út / Határ út
LOV878,VanHool AG318 csuklós autóbusz,BUS,47.427185,19.15987,923,Békásmegyer H,Dél-pesti autóbuszgarázs
BPO231,Ikarus 412-es típusú autóbusz,BUS,47.450226,19.237078,,,
V2210,CAF 5 modulos szerelvény,TRAM,47.46506,19.122747,3,Mexikói út M,Gubacsi út / Határ út
MPW631,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42818,19.156954,,,
MPW626,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42686,19.15925,,,
MPW625,VanHool A330 CNG típusú szóló autóbusz,BUS,47.428383,19.165504,980,Dél-pesti autóbuszgarázs,"Rákoskeresztúr, városkp."
V2218,CAF 5 modulos szerelvény,TRAM,47.46567,19.12269,3,Mexikói út M,Gubacsi út / Határ út
V4313,Tátra T5C5K,TRAM,47.552505,19.092758,14,"Káp.megyer, Megyeri út",Lehel tér M
MUT889,VanHool  NewAG300 csuklós autóbusz,BUS,47.593166,19.050467,923,Békásmegyer H,Dél-pesti autóbuszgarázs
LOV851,VanHool AG318 csuklós autóbusz,BUS,47.510834,19.056553,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MUT894,VanHool  NewAG300 csuklós autóbusz,BUS,47.443176,19.09305,923,Békásmegyer H,Dél-pesti autóbuszgarázs
LOV857,VanHool AG318 csuklós autóbusz,BUS,47.429176,19.156591,,,
BPO358,Ikarus 260-as típusú autóbusz,BUS,47.50055,19.235222,,,
V1560,TW 6000,TRAM,47.47038,19.092962,24,Keleti pályaudvar M,Közvágóhíd H
V4166,Tátra T5C5,TRAM,47.49044,19.089521,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V1563,TW 6000,TRAM,47.464874,19.123028,,,
LOV855,VanHool AG318 csuklós autóbusz,BUS,47.427353,19.159143,,,
V1568,TW 6000,TRAM,47.47079,19.091362,,,
LOV860,VanHool AG318 csuklós autóbusz,BUS,47.427963,19.158157,,,
V4051,Tátra T5C5K,TRAM,47.552044,19.09343,,,
V4204,Tátra T5C5K,TRAM,47.55259,19.093132,,,
LOV861,VanHool AG318 csuklós autóbusz,BUS,47.42832,19.15627,,,
MUT900,VanHool  NewAG300 csuklós autóbusz,BUS,47.427113,19.157312,,,
MUT899,VanHool  NewAG300 csuklós autóbusz,BUS,47.427116,19.159605,,,
V1569,TW 6000,TRAM,47.464878,19.12296,,,
