licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
RIW880,MAN Lions City GL NG313 csuklós busz,BUS,47.20751,18.379585,,,
V1440,Ganz csuklós,TRAM,47.508327,19.027039,,,
LOV871,VanHool AG318 csuklós autóbusz,BUS,47.426735,19.158134,,,
V2112,CAF 9 modulos szerelvény,TRAM,47.44065,19.035797,,,
LOV872,VanHool AG318 csuklós autóbusz,BUS,47.440254,19.135881,,,
V1442,Ganz csuklós,TRAM,47.470203,19.024832,,,
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.398174,19.177296,54,"Péterimajor, Víztorony tér",Boráros tér H
V1441,Ganz csuklós,TRAM,47.491287,19.05139,2,Jászai Mari tér,Közvágóhíd H
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.453556,19.111578,123A,Szentlőrinci úti ltp.,Határ út M
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.412373,19.174923,54,"Péterimajor, Víztorony tér",Boráros tér H
V2209,CAF 5 modulos szerelvény,TRAM,47.49953,19.137562,3,Mexikói út M,Gubacsi út / Határ út
V1448,Ganz csuklós,TRAM,47.491287,19.061508,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2208,CAF 5 modulos szerelvény,TRAM,47.456944,19.113184,3,Mexikói út M,Gubacsi út / Határ út
LOV874,VanHool AG318 csuklós autóbusz,BUS,47.47996,19.067492,23E,Boráros tér H,Pesterzsébeti lakótelep
V2205,CAF 5 modulos szerelvény,TRAM,47.51033,19.127783,3,Mexikói út M,Gubacsi út / Határ út
V1444,Ganz csuklós,TRAM,47.47075,19.09178,2,Jászai Mari tér,Közvágóhíd H
V4339,Tátra T5C5,TRAM,47.49279,19.08592,,,
V2204,CAF 5 modulos szerelvény,TRAM,47.483685,19.131182,3,Mexikói út M,Gubacsi út / Határ út
V2207,CAF 5 modulos szerelvény,TRAM,47.473293,19.11486,3,Mexikói út M,Gubacsi út / Határ út
V2206,CAF 5 modulos szerelvény,TRAM,47.503822,19.136469,3,Mexikói út M,Gubacsi út / Határ út
V1445,Ganz csuklós,TRAM,47.425697,19.039845,47,Városház tér,Deák Ferenc tér M
V4340,Tátra T5C5K,TRAM,47.543236,19.03002,17,Savoya Park,Bécsi út / Vörösvári út
V2212,CAF 5 modulos szerelvény,TRAM,47.51854,19.09205,3,Mexikói út M,Gubacsi út / Határ út
V1451,Ganz csuklós,TRAM,47.475266,19.071295,2,Jászai Mari tér,Közvágóhíd H
LOV881,VanHool AG318 csuklós autóbusz,BUS,47.42935,19.156185,,,
V1450,Ganz csuklós,TRAM,47.474003,19.04666,47,Városház tér,Deák Ferenc tér M
V2211,CAF 5 modulos szerelvény,TRAM,47.456036,19.114912,3,Mexikói út M,Gubacsi út / Határ út
LRV480,Renault ND Master mozgáskorl. száll.,BUS,47.550278,19.041582,,,
LOV878,VanHool AG318 csuklós autóbusz,BUS,47.475643,19.069801,223M,Boráros tér H,Szentlőrinci úti ltp.
BPO231,Ikarus 412-es típusú autóbusz,BUS,47.464558,19.141775,,,
V2210,CAF 5 modulos szerelvény,TRAM,47.448067,19.103153,3,Mexikói út M,Gubacsi út / Határ út
V2219,CAF 5 modulos szerelvény,TRAM,47.51956,19.111755,3,Mexikói út M,Gubacsi út / Határ út
BPO234,Ikarus 412-es típusú autóbusz,BUS,47.443893,19.181108,236A,Havanna utcai lakótelep,"Ganztelep, Mednyánszky u."
V2216,CAF 5 modulos szerelvény,TRAM,47.464725,19.123167,3,Mexikói út M,Gubacsi út / Határ út
LRV481,Renault ND Master mozgáskorl. száll.,BUS,47.54072,19.033709,MOZG,Különjárat,Különjárat
V2215,CAF 5 modulos szerelvény,TRAM,47.519165,19.091167,3,Mexikói út M,Gubacsi út / Határ út
LRV482,Renault ND Master mozgáskorl. száll.,BUS,47.57952,19.113869,,,
V2218,CAF 5 modulos szerelvény,TRAM,47.44376,19.095545,3,Mexikói út M,Gubacsi út / Határ út
V4313,Tátra T5C5K,TRAM,47.481384,19.10315,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV851,VanHool AG318 csuklós autóbusz,BUS,47.426617,19.157843,,,
V4311,Tátra T5C5K,TRAM,47.490883,19.02461,61,Móricz Zs. körtér M,Hűvösvölgy
MXJ003,MB515 minibusz,BUS,47.491062,19.282824,298,Zimonyi utca,Rákoscsaba vasútállomás
LOV857,VanHool AG318 csuklós autóbusz,BUS,47.41618,19.154032,123,"Soroksár, IKEA áruház",Határ út M
MXJ001,MB515 minibusz,BUS,47.499035,19.237118,,,
V2101,CAF 9 modulos szerelvény,TRAM,47.500263,19.10822,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
MXJ002,MB515 minibusz,BUS,47.499603,19.236057,,,
MUT781,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.495125,19.062857,133E,"Újpalota, Nyírpalota út","Nagytétény, Erdélyi utca"
LOV853,VanHool AG318 csuklós autóbusz,BUS,47.479458,19.067272,54,"Péterimajor, Víztorony tér",Boráros tér H
LOV855,VanHool AG318 csuklós autóbusz,BUS,47.460777,19.11879,123A,Szentlőrinci úti ltp.,Határ út M
LZZ332,Ikarus 405-ös alacsonypadlós autóbusz,BUS,47.478554,19.041306,27,Citadella - Sánc utca,Móricz Zs. körtér M
V2102,CAF 9 modulos szerelvény,TRAM,47.486217,19.10763,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV860,VanHool AG318 csuklós autóbusz,BUS,47.47548,19.069897,23E,Boráros tér H,Pesterzsébeti lakótelep
V4323,Tátra T5C5K,TRAM,47.548756,19.029436,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV861,VanHool AG318 csuklós autóbusz,BUS,47.416748,19.130718,123A,Szentlőrinci úti ltp.,Határ út M
V2104,CAF 9 modulos szerelvény,TRAM,47.46296,19.02308,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V2103,CAF 9 modulos szerelvény,TRAM,47.471355,19.092476,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV858,VanHool AG318 csuklós autóbusz,BUS,47.462795,19.080183,54,"Péterimajor, Víztorony tér",Boráros tér H
V2110,CAF 9 modulos szerelvény,TRAM,47.46254,19.048391,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
BPO851,Ikarus 280-as típusú autóbusz,BUS,47.568283,19.029242,,,
V2109,CAF 9 modulos szerelvény,TRAM,47.440174,19.03579,,,
V1438,Ganz csuklós,TRAM,47.49294,19.05016,2,Jászai Mari tér,Közvágóhíd H
V2111,CAF 9 modulos szerelvény,TRAM,47.50694,19.104202,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V1433,Ganz csuklós,TRAM,47.49745,19.055246,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2106,CAF 9 modulos szerelvény,TRAM,47.463093,19.023014,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV864,VanHool AG318 csuklós autóbusz,BUS,47.463264,19.148163,136E,Havanna utcai lakótelep,Kőbánya-Kispest M
V2105,CAF 9 modulos szerelvény,TRAM,47.468567,19.076828,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V4327,Tátra T5C5K,TRAM,47.506386,19.024689,56A,Móricz Zs. körtér M,Hűvösvölgy
V2108,CAF 9 modulos szerelvény,TRAM,47.547123,19.031597,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
