licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
MOS267,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.475693,19.26722,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
MPW614,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427937,19.157206,,,
V1581,TW 6000,TRAM,47.490078,19.089636,,,
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.465096,19.127243,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
V1441,Ganz csuklós,TRAM,47.469994,19.025225,47,Városház tér,Deák Ferenc tér M
V1580,TW 6000,TRAM,47.470768,19.091852,24,Keleti pályaudvar M,Közvágóhíd H
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.532955,19.039883,923,Békásmegyer H,Dél-pesti autóbuszgarázs
BPO220,Ikarus 412-es típusú autóbusz,BUS,47.42732,19.159042,,,
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.49699,19.055712,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42783,19.157316,,,
MPW620,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42826,19.156837,,,
MOS271,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.477585,19.343132,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
V2205,CAF 5 modulos szerelvény,TRAM,47.46486,19.123117,3,Mexikói út M,Gubacsi út / Határ út
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.428196,19.156414,123A,Szentlőrinci úti ltp.,Határ út M
V2207,CAF 5 modulos szerelvény,TRAM,47.47145,19.109465,3,Mexikói út M,Gubacsi út / Határ út
MPW616,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42701,19.159351,,,
LOV881,VanHool AG318 csuklós autóbusz,BUS,47.428303,19.157907,136E,Havanna utcai lakótelep,Kőbánya-Kispest M
NBW003,MERCEDES Conecto szóló (BKV),BUS,47.49871,19.23671,,,
MPW622,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42753,19.157639,,,
V2211,CAF 5 modulos szerelvény,TRAM,47.464672,19.123848,3,Mexikói út M,Gubacsi út / Határ út
V4224,Tátra T5C5K,TRAM,47.551342,19.092367,14,"Káp.megyer, Megyeri út",Lehel tér M
MPW623,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427917,19.15721,,,
LOV878,VanHool AG318 csuklós autóbusz,BUS,47.483295,19.06893,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MPW631,VanHool A330 CNG típusú szóló autóbusz,BUS,47.4267,19.159033,,,
MPW625,VanHool A330 CNG típusú szóló autóbusz,BUS,47.462944,19.239096,980,Dél-pesti autóbuszgarázs,"Rákoskeresztúr, városkp."
V2218,CAF 5 modulos szerelvény,TRAM,47.46474,19.123524,3,Mexikói út M,Gubacsi út / Határ út
NBW009,MERCEDES Conecto szóló (BKV),BUS,47.484585,19.009377,908,Cinkotai autóbuszgarázs,Móricz Zs. körtér M
NBW008,MERCEDES Conecto szóló (BKV),BUS,47.49435,19.061144,990,Rákoskert,Normafa
MUT887,VanHool  NewAG300 csuklós autóbusz,BUS,47.428043,19.158838,,,
V1559,TW 6000,TRAM,47.470303,19.09226,,,
V4043,Tátra T5C5K,TRAM,47.537685,19.032276,,,
MUT889,VanHool  NewAG300 csuklós autóbusz,BUS,47.597866,19.054024,923,Békásmegyer H,Dél-pesti autóbuszgarázs
V4315,Tátra T5C5K,TRAM,47.490635,19.089352,,,
LOV857,VanHool AG318 csuklós autóbusz,BUS,47.44776,19.167734,950A,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
MUT894,VanHool  NewAG300 csuklós autóbusz,BUS,47.4281,19.126837,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MUT891,VanHool  NewAG300 csuklós autóbusz,BUS,47.438847,19.127867,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MUT893,VanHool  NewAG300 csuklós autóbusz,BUS,47.427113,19.157354,,,
V2102,CAF 9 modulos szerelvény,TRAM,47.440315,19.036676,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
MUT898,VanHool  NewAG300 csuklós autóbusz,BUS,47.428646,19.155376,923,Békásmegyer H,Dél-pesti autóbuszgarázs
LOV860,VanHool AG318 csuklós autóbusz,BUS,47.427223,19.158863,,,
MUT897,VanHool  NewAG300 csuklós autóbusz,BUS,47.485485,19.069628,923,Békásmegyer H,Dél-pesti autóbuszgarázs
V1570,TW 6000,TRAM,47.47028,19.092558,24,Keleti pályaudvar M,Közvágóhíd H
MUT900,VanHool  NewAG300 csuklós autóbusz,BUS,47.42777,19.158323,,,
V2103,CAF 9 modulos szerelvény,TRAM,47.49166,19.103933,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
MUT899,VanHool  NewAG300 csuklós autóbusz,BUS,47.427277,19.157156,,,
LOV858,VanHool AG318 csuklós autóbusz,BUS,47.428223,19.156412,,,
MUU906,VanHool  NewAG300 csuklós autóbusz,BUS,47.541313,19.040972,923,Békásmegyer H,Dél-pesti autóbuszgarázs
V2109,CAF 9 modulos szerelvény,TRAM,47.491848,19.103868,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
MUU905,VanHool  NewAG300 csuklós autóbusz,BUS,47.42735,19.157087,,,
MUU902,VanHool  NewAG300 csuklós autóbusz,BUS,47.427902,19.156467,,,
V4055,Tátra T5C5,TRAM,47.49057,19.089254,,,
MUU904,VanHool  NewAG300 csuklós autóbusz,BUS,47.427956,19.158548,,,
V1434,Ganz csuklós,TRAM,47.47195,19.031504,47,Városház tér,Deák Ferenc tér M
V2107,CAF 9 modulos szerelvény,TRAM,47.43956,19.03581,,,
BPO811,Ikarus 280-as típusú autóbusz,BUS,47.42734,19.15942,,,
MRZ399,"MAN A21 szóló (Volán, helyi, 3 ajtós)",BUS,47.38244,19.213406,994,"Gyál, Vecsési út",Dél-pesti autóbuszgarázs
MRZ395,"MAN A21 szóló (Volán, helyi, 3 ajtós)",BUS,47.432007,19.04424,,,
MRZ398,"MAN A21 szóló (Volán, helyi, 3 ajtós)",BUS,47.509773,19.013014,,,
MUT886,VanHool  NewAG300 csuklós autóbusz,BUS,47.42739,19.159698,,,
V4278,Tátra T5C5K,TRAM,47.552727,19.09298,14,"Káp.megyer, Megyeri út",Lehel tér M
PDN608,MAN Lions City A21 (ArrivaBus),BUS,47.458202,19.02798,,,
LYH129,MERCEDES Citaro O 530 (BKV spec.),BUS,47.532787,19.036386,960,"B.megyer, Újmegyeri tér",Móricz Zs. körtér M
LYH130,MERCEDES Citaro O 530 (BKV spec.),BUS,47.47827,19.042624,960,"B.megyer, Újmegyeri tér",Móricz Zs. körtér M
BPI181,Ikarus 280-as típusú autóbusz,BUS,47.428547,19.15687,,,
V4017,Tátra T5C5K,TRAM,47.552334,19.09276,14,"Káp.megyer, Megyeri út",Lehel tér M
PDN626,MAN Lions City A21 (ArrivaBus),BUS,47.458546,19.028748,53,Mindszenty J. bíboros tér,Móricz Zs. körtér M
LYH116,MERCEDES Citaro O 530 (BKV spec.),BUS,47.47605,19.098717,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
LYH112,MERCEDES Citaro O 530 (BKV spec.),BUS,47.56798,19.03159,165,Remetehegyi út,Kolosy tér
PDB384,MERCEDES Conecto szóló (BKV),BUS,47.49588,19.261024,998,"Rákoskeresztúr, városközp.","Rákoskeresztúr, városközp."
NCA439,MERCEDES Conecto csuklós,BUS,47.458942,19.028152,,,
NCA437,MERCEDES Conecto csuklós,BUS,47.459,19.026804,,,
NCA435,MERCEDES Conecto csuklós,BUS,47.477,19.09484,100E,Liszt Ferenc Airport 2,Deák Ferenc tér M
PDB380,MERCEDES Conecto szóló (BKV),BUS,47.50065,19.008038,990,Rákoskert,Normafa
PDB381,MERCEDES Conecto szóló (BKV),BUS,47.499508,19.23529,46,Helikopter lakópark,"Újpalota, Nyírpalota út"
PDB378,MERCEDES Conecto szóló (BKV),BUS,47.532784,19.156902,996,Cinkotai autóbuszgarázs,Újpest-központ M
LYH128,MERCEDES Citaro O 530 (BKV spec.),BUS,47.542717,19.04161,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
LYH122,MERCEDES Citaro O 530 (BKV spec.),BUS,47.568226,19.029345,,,
V4261,Tátra T5C5K,TRAM,47.5518,19.09209,,,
LYH124,MERCEDES Citaro O 530 (BKV spec.),BUS,47.597683,19.05388,934,Békásmegyer H,Nyugati pályaudvar M
PKN601,MERCEDES Conecto szóló (BKV),BUS,47.496815,19.0699,931A,Deák Ferenc tér M,Örs vezér tere M H
PKN602,MERCEDES Conecto szóló (BKV),BUS,47.426994,19.159657,980,Dél-pesti autóbuszgarázs,"Rákoskeresztúr, városkp."
PKN609,MERCEDES Conecto szóló (BKV),BUS,47.49922,19.236961,,,
PKN604,MERCEDES Conecto szóló (BKV),BUS,47.511078,19.056753,931,"Árpádföld, Dezsőfia utca",Nyugati pályaudvar M
PDB722,MERCEDES Conecto csuklós,BUS,47.567738,19.030561,5,"Rákospalota, Kossuth utca",Pasaréti tér
PHG645,"Volvo hibrid szóló (BKV, 2 ajt) autóbusz",BUS,47.500957,19.236776,,,
PXZ877,MAN Lions City GL NG313 csuklós busz,BUS,47.427197,19.158863,,,
BPO878,Ikarus 280-as típusú autóbusz,BUS,47.42807,19.157185,,,
PDB718,MERCEDES Conecto csuklós,BUS,47.497395,19.055847,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
NGC150,MERCEDES Citaro O 530 (BKV spec.),BUS,47.56867,19.028858,,,
PHG641,"Volvo hibrid szóló (BKV, 2 ajt) autóbusz",BUS,47.50138,19.234594,,,
PDB719,MERCEDES Conecto csuklós,BUS,47.538338,19.084724,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
PDB716,MERCEDES Conecto csuklós,BUS,47.567493,19.031424,,,
PUC204,MERCEDES Citaro O 530 (BKV spec.),BUS,47.568604,19.028627,,,
