licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
MOS267,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.48448,19.228626,,,
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.519814,19.067135,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.59791,19.054031,923,Békásmegyer H,Dél-pesti autóbuszgarázs
BPO220,Ikarus 412-es típusú autóbusz,BUS,47.42708,19.158813,,,
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.43133,19.171507,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
MPW619,VanHool A330 CNG típusú szóló autóbusz,BUS,47.428047,19.158594,,,
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427837,19.157347,,,
MOS271,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.491524,19.322746,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.4279,19.159676,,,
V2207,CAF 5 modulos szerelvény,TRAM,47.4651,19.12336,3,Mexikói út M,Gubacsi út / Határ út
LOV881,VanHool AG318 csuklós autóbusz,BUS,47.428272,19.156292,,,
V4224,Tátra T5C5K,TRAM,47.55198,19.093338,,,
MPW624,VanHool A330 CNG típusú szóló autóbusz,BUS,47.428345,19.158518,,,
LOV878,VanHool AG318 csuklós autóbusz,BUS,47.42256,19.129326,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MPW629,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42636,19.158613,,,
NBW007,MERCEDES Conecto szóló (BKV),BUS,47.500454,19.236292,,,
MPW625,VanHool A330 CNG típusú szóló autóbusz,BUS,47.453568,19.196573,980,Dél-pesti autóbuszgarázs,"Rákoskeresztúr, városkp."
NBW009,MERCEDES Conecto szóló (BKV),BUS,47.478104,19.045267,908,Cinkotai autóbuszgarázs,Móricz Zs. körtér M
NBW008,MERCEDES Conecto szóló (BKV),BUS,47.503082,19.005465,990,Rákoskert,Normafa
MUT887,VanHool  NewAG300 csuklós autóbusz,BUS,47.42801,19.158474,,,
