licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
MOS267,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.507374,19.112667,,,
T0362,MAN NGE152 típusú csuklós trolibusz,TROLLEYBUS,47.491264,19.117529,,,
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.56799,19.097729,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
T8018,SKODA-SOLARIS Trollino 12 szóló tr.,TROLLEYBUS,47.491737,19.11586,,,
NTM430,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.46768,19.076492,979,"Csepel, Csillagtelep","Újpalota, Nyírpalota út"
MFW532,Volvo szóló autóbusz,BUS,47.500996,19.236403,,,
RVY718,MERCEDES Conecto G 2 csuklós autóbusz,BUS,47.428253,19.159168,,,
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.569714,19.048195,923,Békásmegyer H,Dél-pesti autóbuszgarázs
BPO220,Ikarus 412-es típusú autóbusz,BUS,47.428707,19.156364,,,
NAY320,MAN Lions City A21 (ArrivaBus),BUS,47.498978,19.054823,979A,"Csepel, Csillagtelep",Deák Ferenc tér M
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.42834,19.155748,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
MPW619,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427635,19.157896,,,
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427776,19.157316,,,
MOS271,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.4834,19.238407,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.42705,19.158646,,,
V2207,CAF 5 modulos szerelvény,TRAM,47.465267,19.123545,,,
NTM426,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.533722,19.065556,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
RVY713,MERCEDES Conecto G 2 csuklós autóbusz,BUS,47.464508,19.126253,,,
NTM427,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.474113,19.02673,,,
PKN605,MERCEDES Conecto szóló (BKV),BUS,47.500847,19.235386,,,
MHU747,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.541695,19.151323,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
NTM422,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.535954,19.059631,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
NTM423,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.464996,19.022902,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
T0357,MAN NGE152 típusú csuklós trolibusz,TROLLEYBUS,47.49169,19.118427,,,
MPW624,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427963,19.158636,,,
NCA404,MERCEDES Conecto csuklós,BUS,47.442745,19.081827,,,
MHK916,Volvo 7000A típusú csuklós autóbusz,BUS,47.500935,19.236471,,,
LOV878,VanHool AG318 csuklós autóbusz,BUS,47.427402,19.15967,923,Békásmegyer H,Dél-pesti autóbuszgarázs
NCA506,MERCEDES Conecto csuklós,BUS,47.540348,19.11997,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
MHK915,Volvo 7000A típusú csuklós autóbusz,BUS,47.500824,19.235764,,,
MHU763,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.40452,19.185873,950,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
NCA503,MERCEDES Conecto csuklós,BUS,47.482655,19.126604,909,"Kispest, Kossuth tér",Deák Ferenc tér M
RYH812,Ikarus E91 típusú midi autóbusz,BUS,47.47398,19.028149,,,
NBW001,MERCEDES Conecto szóló (BKV),BUS,47.500362,19.236254,,,
NCA504,MERCEDES Conecto csuklós,BUS,47.46265,19.042154,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
MPW629,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42635,19.158606,,,
NBW007,MERCEDES Conecto szóló (BKV),BUS,47.500526,19.23636,,,
MPW625,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42753,19.159487,999,Dél-pesti autóbuszgarázs,Határ út M
NBW009,MERCEDES Conecto szóló (BKV),BUS,47.478107,19.04531,908,Cinkotai autóbuszgarázs,Móricz Zs. körtér M
NBW008,MERCEDES Conecto szóló (BKV),BUS,47.497665,18.963741,990,Rákoskert,Normafa
T9003,SKODA-SOLARIS Trollino 18 csuklós tr.,TROLLEYBUS,47.491726,19.118006,,,
NCA501,MERCEDES Conecto csuklós,BUS,47.458878,19.028234,,,
NCV298,Karsan ATAK típusú midi autóbusz,BUS,47.47358,19.028406,,,
MHK911,Volvo 7000A típusú csuklós autóbusz,BUS,47.50968,19.013393,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
NCA502,MERCEDES Conecto csuklós,BUS,47.45854,19.028572,,,
T9002,SKODA-SOLARIS Trollino 18 csuklós tr.,TROLLEYBUS,47.491768,19.116068,,,
MHK913,Volvo 7000A típusú csuklós autóbusz,BUS,47.501125,19.235994,,,
MHU755,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.577656,19.115152,20E,Keleti pályaudvar M,"Káp.megyer, Szilas-patak"
MHK910,Volvo 7000A típusú csuklós autóbusz,BUS,47.501232,19.235966,,,
MHK909,Volvo 7000A típusú csuklós autóbusz,BUS,47.500908,19.236662,,,
MUT887,VanHool  NewAG300 csuklós autóbusz,BUS,47.427746,19.158058,,,
NAY371,MAN Lions City A21 (ArrivaBus),BUS,47.44261,19.082327,,,
MHU732,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.498398,19.075233,907,Örs vezér tere M H,Kelenföld vasútállomás M
PKN617,MERCEDES Conecto szóló (BKV),BUS,47.498394,19.075203,908,Cinkotai autóbuszgarázs,Móricz Zs. körtér M
RVY619,MERCEDES Conecto 2 szóló autóbusz,BUS,47.42838,19.15815,,,
MUT889,VanHool  NewAG300 csuklós autóbusz,BUS,47.49983,19.069439,923,Békásmegyer H,Dél-pesti autóbuszgarázs
SKR802,MERCEDES Conecto 2 szóló autóbusz,BUS,47.55062,19.041649,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
PKN616,MERCEDES Conecto szóló (BKV),BUS,47.501057,19.237062,,,
