licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
T0362,MAN NGE152 típusú csuklós trolibusz,TROLLEYBUS,47.49141,19.11768,,,
NAY324,MAN Lions City A21 (ArrivaBus),BUS,47.571007,19.133472,,,
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.598804,19.121431,,,
NTM430,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.50746,19.066662,979,"Csepel, Csillagtelep","Újpalota, Nyírpalota út"
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.50994,19.056412,923,Békásmegyer H,Dél-pesti autóbuszgarázs
NAY320,MAN Lions City A21 (ArrivaBus),BUS,47.44407,19.071869,979A,"Csepel, Csillagtelep",Deák Ferenc tér M
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.450897,19.160345,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
NCV290,Karsan ATAK típusú midi autóbusz,BUS,47.474384,19.028484,,,
RYH810,Ikarus E91 típusú midi autóbusz,BUS,47.474346,19.02892,,,
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,47.4278,19.157335,,,
MOS271,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.503555,19.118656,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.42824,19.156406,,,
NTM426,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.550507,19.028547,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
RVY713,MERCEDES Conecto G 2 csuklós autóbusz,BUS,47.46459,19.126278,,,
MHU747,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.51136,19.098688,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
NTM422,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.48623,19.107191,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
NTM423,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.470085,19.088652,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
T0357,MAN NGE152 típusú csuklós trolibusz,TROLLEYBUS,47.491604,19.118425,,,
MPW624,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427944,19.158327,,,
NBW004,MERCEDES Conecto szóló (BKV),BUS,47.499844,19.236488,,,
MHK916,Volvo 7000A típusú csuklós autóbusz,BUS,47.50124,19.235966,,,
LOV878,VanHool AG318 csuklós autóbusz,BUS,47.427387,19.15966,923,Békásmegyer H,Dél-pesti autóbuszgarázs
