licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
MOS267,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.49285,19.121222,,,
T0362,MAN NGE152 típusú csuklós trolibusz,TROLLEYBUS,47.491173,19.117737,,,
PDN634,MAN Lions City A21 (ArrivaBus),BUS,47.458084,19.027943,,,
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.54819,19.090223,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
T8018,SKODA-SOLARIS Trollino 12 szóló tr.,TROLLEYBUS,47.491753,19.1158,,,
NTM430,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.43464,19.070711,979,"Csepel, Csillagtelep","Újpalota, Nyírpalota út"
MFW532,Volvo szóló autóbusz,BUS,47.50138,19.236526,,,
NTM431,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.473896,19.027353,,,
NCV292,Karsan ATAK típusú midi autóbusz,BUS,47.47359,19.028395,,,
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.59789,19.054033,923,Békásmegyer H,Dél-pesti autóbuszgarázs
BPO220,Ikarus 412-es típusú autóbusz,BUS,47.42729,19.159388,,,
NAY320,MAN Lions City A21 (ArrivaBus),BUS,47.49892,19.054638,979A,"Csepel, Csillagtelep",Deák Ferenc tér M
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.42833,19.155725,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
MPW619,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42792,19.1584,,,
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427826,19.157286,,,
MOS271,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.482822,19.273787,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.42727,19.158014,,,
V2207,CAF 5 modulos szerelvény,TRAM,47.46522,19.12342,3,Mexikói út M,Gubacsi út / Határ út
NTM426,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.511475,19.099497,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
RVY713,MERCEDES Conecto G 2 csuklós autóbusz,BUS,47.465008,19.125885,,,
NTM427,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.47411,19.026722,,,
PDN629,MAN Lions City A21 (ArrivaBus),BUS,47.458122,19.027952,,,
