licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
MOS267,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.488667,19.171572,,,
T0362,MAN NGE152 típusú csuklós trolibusz,TROLLEYBUS,47.491272,19.11757,,,
PDN634,MAN Lions City A21 (ArrivaBus),BUS,47.45809,19.02794,,,
NCV293,Karsan ATAK típusú midi autóbusz,BUS,47.47445,19.026882,,,
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.52872,19.080023,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
T8018,SKODA-SOLARIS Trollino 12 szóló tr.,TROLLEYBUS,47.491787,19.115873,,,
NTM430,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.419285,19.065886,979,"Csepel, Csillagtelep","Újpalota, Nyírpalota út"
MFW532,Volvo szóló autóbusz,BUS,47.500946,19.23641,,,
NCV291,Karsan ATAK típusú midi autóbusz,BUS,47.47449,19.02887,,,
NTM431,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.4739,19.027369,,,
NCV292,Karsan ATAK típusú midi autóbusz,BUS,47.473618,19.028397,,,
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.59788,19.05403,923,Békásmegyer H,Dél-pesti autóbuszgarázs
BPO220,Ikarus 412-es típusú autóbusz,BUS,47.427174,19.158768,,,
NAY320,MAN Lions City A21 (ArrivaBus),BUS,47.497364,19.056118,979A,"Csepel, Csillagtelep",Deák Ferenc tér M
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.428535,19.155443,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
MPW619,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42799,19.158434,,,
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427822,19.157345,,,
MOS271,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.491554,19.296747,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.428333,19.157948,,,
V2207,CAF 5 modulos szerelvény,TRAM,47.465157,19.123583,3,Mexikói út M,Gubacsi út / Határ út
NTM426,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.500847,19.108347,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
RVY713,MERCEDES Conecto G 2 csuklós autóbusz,BUS,47.464016,19.146486,200E,Cargo City-Liszt F. Airport 2,Kőbánya-Kispest M
NTM427,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.47412,19.026735,,,
PDN629,MAN Lions City A21 (ArrivaBus),BUS,47.45811,19.027945,,,
PKN605,MERCEDES Conecto szóló (BKV),BUS,47.500904,19.236715,,,
NTM424,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.47409,19.02636,,,
MHU747,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.541695,19.151318,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
NTM422,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.551125,19.041859,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
NTM423,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.471912,19.031313,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
LOV881,VanHool AG318 csuklós autóbusz,BUS,47.42828,19.156307,,,
T0357,MAN NGE152 típusú csuklós trolibusz,TROLLEYBUS,47.49157,19.118372,,,
MPW624,VanHool A330 CNG típusú szóló autóbusz,BUS,47.4283,19.158506,,,
PMP917,Modulo M168d csuklós autóbusz,BUS,47.474537,19.02707,,,
MHK916,Volvo 7000A típusú csuklós autóbusz,BUS,47.50121,19.235968,,,
LOV878,VanHool AG318 csuklós autóbusz,BUS,47.416157,19.14329,923,Békásmegyer H,Dél-pesti autóbuszgarázs
NCA506,MERCEDES Conecto csuklós,BUS,47.49934,19.078377,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
NCA456,MERCEDES Conecto csuklós,BUS,47.45892,19.02868,,,
MHK915,Volvo 7000A típusú csuklós autóbusz,BUS,47.500847,19.23577,,,
MHU763,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.404243,19.186554,950,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
NCA503,MERCEDES Conecto csuklós,BUS,47.489723,19.074326,909,"Kispest, Kossuth tér",Deák Ferenc tér M
RYH812,Ikarus E91 típusú midi autóbusz,BUS,47.473988,19.028149,,,
NBW001,MERCEDES Conecto szóló (BKV),BUS,47.500607,19.236391,,,
NCA504,MERCEDES Conecto csuklós,BUS,47.484715,19.052591,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
MPW629,VanHool A330 CNG típusú szóló autóbusz,BUS,47.426373,19.15861,,,
NBW007,MERCEDES Conecto szóló (BKV),BUS,47.500496,19.236443,,,
MPW625,VanHool A330 CNG típusú szóló autóbusz,BUS,47.449245,19.19293,980,Dél-pesti autóbuszgarázs,"Rákoskeresztúr, városkp."
NBW009,MERCEDES Conecto szóló (BKV),BUS,47.478157,19.045296,908,Cinkotai autóbuszgarázs,Móricz Zs. körtér M
NBW008,MERCEDES Conecto szóló (BKV),BUS,47.49956,18.99083,990,Rákoskert,Normafa
T9003,SKODA-SOLARIS Trollino 18 csuklós tr.,TROLLEYBUS,47.49182,19.11814,,,
NCA501,MERCEDES Conecto csuklós,BUS,47.45891,19.02824,,,
MHK911,Volvo 7000A típusú csuklós autóbusz,BUS,47.49315,19.040545,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
NCA502,MERCEDES Conecto csuklós,BUS,47.45878,19.028662,,,
T9002,SKODA-SOLARIS Trollino 18 csuklós tr.,TROLLEYBUS,47.491764,19.116068,,,
MHK913,Volvo 7000A típusú csuklós autóbusz,BUS,47.501114,19.236006,,,
NCV295,Karsan ATAK típusú midi autóbusz,BUS,47.47365,19.028389,,,
MHU755,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.577656,19.115152,20E,Keleti pályaudvar M,"Káp.megyer, Szilas-patak"
MHK910,Volvo 7000A típusú csuklós autóbusz,BUS,47.50122,19.235949,,,
MHK909,Volvo 7000A típusú csuklós autóbusz,BUS,47.50117,19.235973,,,
MUT887,VanHool  NewAG300 csuklós autóbusz,BUS,47.428043,19.158506,,,
NAY371,MAN Lions City A21 (ArrivaBus),BUS,47.44262,19.082342,,,
MHU732,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.47552,19.040993,907,Örs vezér tere M H,Kelenföld vasútállomás M
PKN617,MERCEDES Conecto szóló (BKV),BUS,47.4878,19.025513,908,Cinkotai autóbuszgarázs,Móricz Zs. körtér M
RCT313,VanHool  NewAG300 csuklós autóbusz,BUS,47.4274,19.157015,,,
RVY619,MERCEDES Conecto 2 szóló autóbusz,BUS,47.426674,19.158125,,,
MUT889,VanHool  NewAG300 csuklós autóbusz,BUS,47.515106,19.039474,923,Békásmegyer H,Dél-pesti autóbuszgarázs
RVY617,MERCEDES Conecto 2 szóló autóbusz,BUS,47.42685,19.158049,,,
SKR802,MERCEDES Conecto 2 szóló autóbusz,BUS,47.532486,19.067345,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
PKN616,MERCEDES Conecto szóló (BKV),BUS,47.500305,19.23562,,,
RCT312,VanHool  NewAG300 csuklós autóbusz,BUS,47.42699,19.158417,,,
T9000,SKODA-SOLARIS Trollino 18 csuklós tr.,TROLLEYBUS,47.49153,19.116594,,,
MHU728,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.57111,19.133804,,,
T0613,GANZ-SOLARIS Trollino 12 trolibusz,TROLLEYBUS,47.491848,19.117517,,,
RVY615,MERCEDES Conecto 2 szóló autóbusz,BUS,47.428253,19.15792,,,
