licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
MOS267,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.4848,19.34224,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
V1581,TW 6000,TRAM,47.490196,19.089687,,,
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.49416,19.060146,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.594765,19.05162,923,Békásmegyer H,Dél-pesti autóbuszgarázs
BPO220,Ikarus 412-es típusú autóbusz,BUS,47.42739,19.15926,,,
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.471912,19.108429,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42779,19.157326,,,
MOS271,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.477592,19.343122,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.428192,19.156395,123A,Szentlőrinci úti ltp.,Határ út M
V2207,CAF 5 modulos szerelvény,TRAM,47.465324,19.12351,3,Mexikói út M,Gubacsi út / Határ út
LOV881,VanHool AG318 csuklós autóbusz,BUS,47.428257,19.15633,,,
NBW003,MERCEDES Conecto szóló (BKV),BUS,47.498737,19.236677,,,
V2211,CAF 5 modulos szerelvény,TRAM,47.464825,19.123737,3,Mexikói út M,Gubacsi út / Határ út
V4224,Tátra T5C5K,TRAM,47.552013,19.093435,14,"Káp.megyer, Megyeri út",Lehel tér M
LOV878,VanHool AG318 csuklós autóbusz,BUS,47.436302,19.095089,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MPW629,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42849,19.158356,,,
MPW631,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42668,19.15906,,,
MPW625,VanHool A330 CNG típusú szóló autóbusz,BUS,47.479755,19.254745,980,Dél-pesti autóbuszgarázs,"Rákoskeresztúr, városkp."
NBW006,MERCEDES Conecto szóló (BKV),BUS,47.500675,19.23634,,,
V2218,CAF 5 modulos szerelvény,TRAM,47.46465,19.123554,,,
NBW009,MERCEDES Conecto szóló (BKV),BUS,47.475777,19.041767,908,Cinkotai autóbuszgarázs,Móricz Zs. körtér M
NBW008,MERCEDES Conecto szóló (BKV),BUS,47.507656,19.025085,990,Rákoskert,Normafa
MUT887,VanHool  NewAG300 csuklós autóbusz,BUS,47.428,19.158476,,,
V1559,TW 6000,TRAM,47.4702,19.092209,,,
MUT889,VanHool  NewAG300 csuklós autóbusz,BUS,47.59133,19.049,923,Békásmegyer H,Dél-pesti autóbuszgarázs
LOV857,VanHool AG318 csuklós autóbusz,BUS,47.478226,19.100796,950A,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
MUT894,VanHool  NewAG300 csuklós autóbusz,BUS,47.429413,19.155905,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MUT891,VanHool  NewAG300 csuklós autóbusz,BUS,47.46022,19.08258,923,Békásmegyer H,Dél-pesti autóbuszgarázs
V2102,CAF 9 modulos szerelvény,TRAM,47.440277,19.03653,,,
MUT898,VanHool  NewAG300 csuklós autóbusz,BUS,47.426987,19.159645,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MUT897,VanHool  NewAG300 csuklós autóbusz,BUS,47.510857,19.056526,923,Békásmegyer H,Dél-pesti autóbuszgarázs
V1570,TW 6000,TRAM,47.470333,19.092571,24,Keleti pályaudvar M,Közvágóhíd H
MUT900,VanHool  NewAG300 csuklós autóbusz,BUS,47.426792,19.157665,,,
V2103,CAF 9 modulos szerelvény,TRAM,47.49154,19.10382,,,
MUT899,VanHool  NewAG300 csuklós autóbusz,BUS,47.427273,19.157167,,,
LOV858,VanHool AG318 csuklós autóbusz,BUS,47.42835,19.156366,,,
MUU906,VanHool  NewAG300 csuklós autóbusz,BUS,47.505993,19.06228,923,Békásmegyer H,Dél-pesti autóbuszgarázs
V4055,Tátra T5C5,TRAM,47.49056,19.089249,,,
MUU904,VanHool  NewAG300 csuklós autóbusz,BUS,47.427967,19.158365,,,
V1434,Ganz csuklós,TRAM,47.470062,19.025156,47,Városház tér,Deák Ferenc tér M
BPO811,Ikarus 280-as típusú autóbusz,BUS,47.42866,19.156708,,,
MRZ400,"MAN A21 szóló (Volán, helyi, 3 ajtós)",BUS,47.507412,19.02557,922,"Budakeszi, Dózsa Gy. tér",Széll Kálmán tér M
MRZ399,"MAN A21 szóló (Volán, helyi, 3 ajtós)",BUS,47.414204,19.1723,994,"Gyál, Vecsési út",Dél-pesti autóbuszgarázs
MUT886,VanHool  NewAG300 csuklós autóbusz,BUS,47.427402,19.159689,,,
V4278,Tátra T5C5K,TRAM,47.552715,19.093044,14,"Káp.megyer, Megyeri út",Lehel tér M
PDN608,MAN Lions City A21 (ArrivaBus),BUS,47.45819,19.02797,,,
LYH129,MERCEDES Citaro O 530 (BKV spec.),BUS,47.598125,19.05421,960,"B.megyer, Újmegyeri tér",Móricz Zs. körtér M
LYH130,MERCEDES Citaro O 530 (BKV spec.),BUS,47.4778,19.045988,960,"B.megyer, Újmegyeri tér",Móricz Zs. körtér M
BPI181,Ikarus 280-as típusú autóbusz,BUS,47.428535,19.156847,,,
V4017,Tátra T5C5K,TRAM,47.55236,19.092758,14,"Káp.megyer, Megyeri út",Lehel tér M
PDN626,MAN Lions City A21 (ArrivaBus),BUS,47.458397,19.028852,,,
LYH116,MERCEDES Citaro O 530 (BKV spec.),BUS,47.46507,19.02267,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
V4251,Tátra T5C5K,TRAM,47.527676,19.079195,14,"Káp.megyer, Megyeri út",Lehel tér M
PDB384,MERCEDES Conecto szóló (BKV),BUS,47.479717,19.255053,998,"Rákoskeresztúr, városközp.","Rákoskeresztúr, városközp."
NCA439,MERCEDES Conecto csuklós,BUS,47.458633,19.028685,,,
NCA435,MERCEDES Conecto csuklós,BUS,47.48386,19.053474,,,
PDB380,MERCEDES Conecto szóló (BKV),BUS,47.50742,19.024736,,,
PDB378,MERCEDES Conecto szóló (BKV),BUS,47.562077,19.106073,996,Cinkotai autóbuszgarázs,Újpest-központ M
PDB379,MERCEDES Conecto szóló (BKV),BUS,47.500412,19.234913,,,
LYH128,MERCEDES Citaro O 530 (BKV spec.),BUS,47.548447,19.029545,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
V4261,Tátra T5C5K,TRAM,47.55182,19.092161,,,
LYH124,MERCEDES Citaro O 530 (BKV spec.),BUS,47.603455,19.06704,960,"B.megyer, Újmegyeri tér",Móricz Zs. körtér M
PKN601,MERCEDES Conecto szóló (BKV),BUS,47.503147,19.134869,931A,Deák Ferenc tér M,Örs vezér tere M H
PKN602,MERCEDES Conecto szóló (BKV),BUS,47.427048,19.159664,980,Dél-pesti autóbuszgarázs,"Rákoskeresztúr, városkp."
PKN609,MERCEDES Conecto szóló (BKV),BUS,47.479782,19.255363,990,Rákoskert,Normafa
PKN604,MERCEDES Conecto szóló (BKV),BUS,47.498756,19.054821,931,"Árpádföld, Dezsőfia utca",Nyugati pályaudvar M
PDB722,MERCEDES Conecto csuklós,BUS,47.567772,19.030575,5,"Rákospalota, Kossuth utca",Pasaréti tér
PHG645,"Volvo hibrid szóló (BKV, 2 ajt) autóbusz",BUS,47.50141,19.23466,,,
PXZ877,MAN Lions City GL NG313 csuklós busz,BUS,47.42703,19.159042,,,
NCZ574,Volvo szóló autóbusz,BUS,47.47427,19.02876,,,
PDB718,MERCEDES Conecto csuklós,BUS,47.535,19.082912,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
PDB719,MERCEDES Conecto csuklós,BUS,47.57867,19.113005,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
PXZ876,MAN Lions City GL NG313 csuklós busz,BUS,47.428013,19.15941,,,
PHG642,"Volvo hibrid szóló (BKV, 2 ajt) autóbusz",BUS,47.494614,19.239574,,,
PUC204,MERCEDES Citaro O 530 (BKV spec.),BUS,47.568634,19.02865,,,
PHG637,"Volvo hibrid szóló (BKV, 2 ajt) autóbusz",BUS,47.501575,19.23512,,,
V4246,Tátra T5C5K,TRAM,47.55212,19.093578,,,
PDZ834,MERCEDES O530 Citaro G csuklós autóbusz,BUS,47.56745,19.029621,,,
PDZ833,MERCEDES O530 Citaro G csuklós autóbusz,BUS,47.568077,19.030304,,,
PHG647,"Volvo hibrid szóló (BKV, 2 ajt) autóbusz",BUS,47.499344,19.235601,,,
PDB702,MERCEDES Conecto csuklós,BUS,47.428764,19.155327,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
PDB703,MERCEDES Conecto csuklós,BUS,47.428253,19.159233,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
PHG623,"Volvo hibrid szóló (BKV, 3 ajt) autóbusz",BUS,47.501335,19.23479,,,
PHG621,"Volvo hibrid szóló (BKV, 3 ajt) autóbusz",BUS,47.5012,19.2346,,,
PCC924,MERCEDES O530 Citaro G csuklós autóbusz,BUS,47.51131,19.057024,,,
PHG622,"Volvo hibrid szóló (BKV, 3 ajt) autóbusz",BUS,47.501274,19.234755,,,
