licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
T0362,MAN NGE152 típusú csuklós trolibusz,TROLLEYBUS,47.491295,19.117727,,,
NAY324,MAN Lions City A21 (ArrivaBus),BUS,47.571007,19.133478,,,
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.598778,19.121416,,,
NTM430,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.50294,19.059914,979,"Csepel, Csillagtelep","Újpalota, Nyírpalota út"
MFW532,Volvo szóló autóbusz,BUS,47.501225,19.236362,,,
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.51008,19.056128,923,Békásmegyer H,Dél-pesti autóbuszgarázs
NAY320,MAN Lions City A21 (ArrivaBus),BUS,47.452168,19.071466,979A,"Csepel, Csillagtelep",Deák Ferenc tér M
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.447735,19.167274,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
NCV290,Karsan ATAK típusú midi autóbusz,BUS,47.473915,19.028284,,,
RYH810,Ikarus E91 típusú midi autóbusz,BUS,47.474503,19.029158,,,
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427807,19.157335,,,
MOS271,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.504967,19.121157,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.428226,19.1564,,,
NTM426,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.550518,19.028534,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
RVY713,MERCEDES Conecto G 2 csuklós autóbusz,BUS,47.46457,19.126266,,,
MHU747,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.511753,19.099243,973,"Újpalota, Szentmihályi út","Nagytétény, ipartelep"
NTM422,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.486202,19.107183,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
NTM423,Modulo M108d szóló autóbusz (rend.tart.),BUS,47.467274,19.084618,918,Óbudai autóbuszgarázs,Kelenföld vasútállomás M
T0357,MAN NGE152 típusú csuklós trolibusz,TROLLEYBUS,47.491688,19.11837,,,
MPW624,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427944,19.158327,,,
NBW004,MERCEDES Conecto szóló (BKV),BUS,47.500237,19.236479,,,
