licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
MOS267,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.503548,19.136135,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
V1440,Ganz csuklós,TRAM,47.469902,19.025492,49,Kelenföld vasútállomás M,Deák Ferenc tér M
LOV871,VanHool AG318 csuklós autóbusz,BUS,47.42889,19.155687,,,
MPW614,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427956,19.15718,,,
V1441,Ganz csuklós,TRAM,47.470398,19.027857,47,Városház tér,Deák Ferenc tér M
V1580,TW 6000,TRAM,47.47086,19.092104,24,Keleti pályaudvar M,Közvágóhíd H
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.427402,19.159681,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.495407,19.070995,923,Békásmegyer H,Dél-pesti autóbuszgarázs
BPO220,Ikarus 412-es típusú autóbusz,BUS,47.427036,19.158358,,,
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.560585,19.099714,,,
MPW618,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42784,19.157297,,,
MPW620,VanHool A330 CNG típusú szóló autóbusz,BUS,47.428276,19.157824,,,
V2205,CAF 5 modulos szerelvény,TRAM,47.4654,19.122953,3,Mexikói út M,Gubacsi út / Határ út
LOV874,VanHool AG318 csuklós autóbusz,BUS,47.42697,19.15915,,,
MOS271,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.497032,19.155144,,,
V1582,TW 6000,TRAM,47.47039,19.092913,,,
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.428253,19.156385,123A,Szentlőrinci úti ltp.,Határ út M
V2207,CAF 5 modulos szerelvény,TRAM,47.519756,19.111095,3,Mexikói út M,Gubacsi út / Határ út
V1584,TW 6000,TRAM,47.470722,19.093687,,,
MPW622,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42738,19.158371,,,
LOV881,VanHool AG318 csuklós autóbusz,BUS,47.42825,19.15635,,,
NBW003,MERCEDES Conecto szóló (BKV),BUS,47.49882,19.237104,,,
V2211,CAF 5 modulos szerelvény,TRAM,47.467926,19.107677,3,Mexikói út M,Gubacsi út / Határ út
V2214,CAF 5 modulos szerelvény,TRAM,47.46522,19.12252,3,Mexikói út M,Gubacsi út / Határ út
LOV878,VanHool AG318 csuklós autóbusz,BUS,47.526234,19.038103,923,Békásmegyer H,Dél-pesti autóbuszgarázs
NBW001,MERCEDES Conecto szóló (BKV),BUS,47.500587,19.236313,,,
MPW631,VanHool A330 CNG típusú szóló autóbusz,BUS,47.426315,19.158066,,,
NBW006,MERCEDES Conecto szóló (BKV),BUS,47.49868,19.236382,,,
