licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
MOS267,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.481773,19.246534,,,
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.516914,19.061872,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.597885,19.054045,923,Békásmegyer H,Dél-pesti autóbuszgarázs
BPO220,Ikarus 412-es típusú autóbusz,BUS,47.42864,19.158005,,,
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.438805,19.17244,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,47.427822,19.15735,,,
MOS271,"Volvo 7900 csuklós (Volán, helyi, 4 ajt)",BUS,47.49042,19.33628,956,"Pécel, Kun József utca",Pesthidegkút-Hűvösvölgy
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.42792,19.15972,,,
V2207,CAF 5 modulos szerelvény,TRAM,47.46496,19.123363,3,Mexikói út M,Gubacsi út / Határ út
LOV881,VanHool AG318 csuklós autóbusz,BUS,47.428265,19.156294,,,
V4224,Tátra T5C5K,TRAM,47.55198,19.093338,,,
MPW624,VanHool A330 CNG típusú szóló autóbusz,BUS,47.428345,19.158514,,,
LOV878,VanHool AG318 csuklós autóbusz,BUS,47.42753,19.125887,923,Békásmegyer H,Dél-pesti autóbuszgarázs
NBW001,MERCEDES Conecto szóló (BKV),BUS,47.500607,19.236391,,,
MPW629,VanHool A330 CNG típusú szóló autóbusz,BUS,47.42638,19.158615,,,
NBW007,MERCEDES Conecto szóló (BKV),BUS,47.500378,19.236141,,,
MPW625,VanHool A330 CNG típusú szóló autóbusz,BUS,47.453545,19.196554,980,Dél-pesti autóbuszgarázs,"Rákoskeresztúr, városkp."
NBW009,MERCEDES Conecto szóló (BKV),BUS,47.478138,19.045269,908,Cinkotai autóbuszgarázs,Móricz Zs. körtér M
NBW008,MERCEDES Conecto szóló (BKV),BUS,47.497585,19.007992,990,Rákoskert,Normafa
MUT887,VanHool  NewAG300 csuklós autóbusz,BUS,47.42799,19.158482,,,
MUT889,VanHool  NewAG300 csuklós autóbusz,BUS,47.52686,19.038221,923,Békásmegyer H,Dél-pesti autóbuszgarázs
LOV857,VanHool AG318 csuklós autóbusz,BUS,47.501087,19.054869,950A,"Rákospalota, Kossuth utca",Pestszentimre vasútáll.
MUT894,VanHool  NewAG300 csuklós autóbusz,BUS,47.429405,19.155888,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MUT891,VanHool  NewAG300 csuklós autóbusz,BUS,47.485535,19.069847,923,Békásmegyer H,Dél-pesti autóbuszgarázs
BPO552,Ikarus 435-ös típusú autóbusz,BUS,47.50141,19.236282,,,
MUT898,VanHool  NewAG300 csuklós autóbusz,BUS,47.437023,19.13061,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MUT897,VanHool  NewAG300 csuklós autóbusz,BUS,47.538734,19.040426,923,Békásmegyer H,Dél-pesti autóbuszgarázs
LOV860,VanHool AG318 csuklós autóbusz,BUS,47.428352,19.156256,,,
MUT899,VanHool  NewAG300 csuklós autóbusz,BUS,47.427265,19.157139,,,
LOV858,VanHool AG318 csuklós autóbusz,BUS,47.4283,19.156372,,,
MUU906,VanHool  NewAG300 csuklós autóbusz,BUS,47.480957,19.066612,923,Békásmegyer H,Dél-pesti autóbuszgarázs
MUU904,VanHool  NewAG300 csuklós autóbusz,BUS,47.42797,19.158213,,,
V1434,Ganz csuklós,TRAM,47.47004,19.02536,47,Városház tér,Deák Ferenc tér M
BPO811,Ikarus 280-as típusú autóbusz,BUS,47.428684,19.156713,,,
MRZ399,"MAN A21 szóló (Volán, helyi, 3 ajtós)",BUS,47.427277,19.161654,994,"Gyál, Vecsési út",Dél-pesti autóbuszgarázs
MUT886,VanHool  NewAG300 csuklós autóbusz,BUS,47.44962,19.163368,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
V4271,Tátra T5C5K,TRAM,47.492878,19.086142,,,
PDN608,MAN Lions City A21 (ArrivaBus),BUS,47.458187,19.027971,,,
LYH129,MERCEDES Citaro O 530 (BKV spec.),BUS,47.603264,19.066631,960,"B.megyer, Újmegyeri tér",Móricz Zs. körtér M
LYH130,MERCEDES Citaro O 530 (BKV spec.),BUS,47.47777,19.046318,960,"B.megyer, Újmegyeri tér",Móricz Zs. körtér M
BPI181,Ikarus 280-as típusú autóbusz,BUS,47.426888,19.159008,,,
PDN626,MAN Lions City A21 (ArrivaBus),BUS,47.45888,19.028732,,,
LYH116,MERCEDES Citaro O 530 (BKV spec.),BUS,47.465057,19.022667,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
V4251,Tátra T5C5K,TRAM,47.552025,19.09249,14,"Káp.megyer, Megyeri út",Lehel tér M
PDB384,MERCEDES Conecto szóló (BKV),BUS,47.497295,19.239382,998,"Rákoskeresztúr, városközp.","Rákoskeresztúr, városközp."
PDB383,MERCEDES Conecto szóló (BKV),BUS,47.500957,19.236643,,,
NCA435,MERCEDES Conecto csuklós,BUS,47.45852,19.027678,,,
PDB380,MERCEDES Conecto szóló (BKV),BUS,47.494537,19.060802,,,
PDB378,MERCEDES Conecto szóló (BKV),BUS,47.56113,19.091246,996,Cinkotai autóbuszgarázs,Újpest-központ M
PDB379,MERCEDES Conecto szóló (BKV),BUS,47.500237,19.236452,,,
LYH128,MERCEDES Citaro O 530 (BKV spec.),BUS,47.54478,19.034613,901,Bécsi út / Vörösvári út,Kelenföld vasútállomás M
LYH124,MERCEDES Citaro O 530 (BKV spec.),BUS,47.60348,19.06705,960,"B.megyer, Újmegyeri tér",Móricz Zs. körtér M
PKN601,MERCEDES Conecto szóló (BKV),BUS,47.500088,19.106653,931A,Deák Ferenc tér M,Örs vezér tere M H
PKN602,MERCEDES Conecto szóló (BKV),BUS,47.426975,19.159658,980,Dél-pesti autóbuszgarázs,"Rákoskeresztúr, városkp."
PKN609,MERCEDES Conecto szóló (BKV),BUS,47.488472,19.172985,990,Rákoskert,Normafa
PKN603,MERCEDES Conecto szóló (BKV),BUS,47.500923,19.236814,,,
PKN604,MERCEDES Conecto szóló (BKV),BUS,47.499817,19.106277,931,"Árpádföld, Dezsőfia utca",Nyugati pályaudvar M
PXZ877,MAN Lions City GL NG313 csuklós busz,BUS,47.42718,19.158794,,,
PHG644,"Volvo hibrid szóló (BKV, 2 ajt) autóbusz",BUS,47.501034,19.237005,,,
PDB718,MERCEDES Conecto csuklós,BUS,47.566353,19.098953,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
PDB719,MERCEDES Conecto csuklós,BUS,47.5988,19.121437,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
PXZ876,MAN Lions City GL NG313 csuklós busz,BUS,47.42718,19.157713,,,
PHG642,"Volvo hibrid szóló (BKV, 2 ajt) autóbusz",BUS,47.494556,19.23959,,,
NGC152,MERCEDES Citaro O 530 (BKV spec.),BUS,47.568348,19.029823,,,
PUC204,MERCEDES Citaro O 530 (BKV spec.),BUS,47.568813,19.02856,,,
PHG637,"Volvo hibrid szóló (BKV, 2 ajt) autóbusz",BUS,47.5016,19.23513,,,
PDZ834,MERCEDES O530 Citaro G csuklós autóbusz,BUS,47.56744,19.029648,,,
PDB726,MERCEDES Conecto csuklós,BUS,47.56721,19.03132,,,
PHG647,"Volvo hibrid szóló (BKV, 2 ajt) autóbusz",BUS,47.501446,19.234758,,,
PDB702,MERCEDES Conecto csuklós,BUS,47.4288,19.155329,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
PDB703,MERCEDES Conecto csuklós,BUS,47.429222,19.156517,914,"Káp.megyer, Mogyoródi-p.",Dél-pesti autóbuszgarázs
PHG623,"Volvo hibrid szóló (BKV, 3 ajt) autóbusz",BUS,47.501305,19.234829,,,
PHG621,"Volvo hibrid szóló (BKV, 3 ajt) autóbusz",BUS,47.50119,19.234604,,,
PCC924,MERCEDES O530 Citaro G csuklós autóbusz,BUS,47.51135,19.05701,,,
PHG622,"Volvo hibrid szóló (BKV, 3 ajt) autóbusz",BUS,47.50128,19.23472,,,
MTZ647,Ikarus 415-ös típusú autóbusz,BUS,47.500538,19.235811,,,
